target,뜻,기존레벨,제안레벨,zipf,조회형,변경
착상,어떤 일이나 창작의 실마리가 되는 생각이나 구상 따위를 잡음. 또는 그 생각이나 구상,1,1,0.00,착상,
체납,세금 따위를 기한까지 내지 못하여 밀림.,1,1,0.00,체납,
점층,글에서 점진적으로 어구를 겹쳐 가면서 문장의 포괄적인 내용과 뜻을 넓혀 중심 주제로 이,1,1,0.00,점층,
귀납,개별적인 특수한 사실이나 원리로부터 일반적이고 보편적인 명제 및 법칙을 유도해,3,3,0.00,귀납,
연역,어떤 명제로부터 추론 규칙에 따라 결론을 이끌어 냄. 또는 그런 과정. 일반적인 사,3,3,0.00,연역,
체취,몸에서 나는 냄새.,1,1,0.00,체취,
간명하다,간단하고 분명하다,2,2,0.00,간명하다,
형이상학,사물의 본질과 존재의 근본 원리를 사유와 직관으로 탐구하는 학문,3,3,0.00,형이상학,
표음,문자나 부호로 소리를 나타내는 일,1,1,0.00,표음,
제언,의견이나 생각을 내놓음. 또는 그 의견이나 생각,1,1,0.00,제언,
배가,갑절 또는 몇 배로 늘어남. 또는 그렇게 늘림.,1,1,0.00,배가,
범례,책의 첫머리에 그 책의 내용이나 쓰는 방법 따위에 관한 참고 사항을 설명한 글,1,1,0.00,범례,
회한,뉘우치고 한탄함.,1,1,0.00,회한,
액면,말이나 글에 겉으로 드러난 그대로의 내용,1,1,0.00,액면,
내실,내부의 실제 사정,1,1,0.00,내실,
농후하다,"맛, 빛깔, 성분 따위가 매우 짙다",2,2,0.00,농후하다,
제후,봉건 시대에 일정한 영토를 가지고 그 영내의 백성을 지배하는 권력을 가지던 사람,1,1,0.00,제후,
쟁탈,서로 다투어 빼앗음,1,1,0.00,쟁탈,
집정,정권을 잡음,1,1,0.00,집정,
개간,거친 땅이나 버려 둔 땅을 일구어 논밭이나 쓸모 있는 땅으로 만듦.,1,1,0.00,개간,
수취,거두어 모음,1,1,0.00,수취,
변별,사물의 옳고 그름이나 좋고 나쁨을 가림,1,1,0.00,변별,
세태,"사람들의 일상생활, 풍습 따위에서 보이는 세상의 상태나 형편.",1,1,0.00,세태,
채록,필요한 자료를 찾아 모아서 적거나 녹음함. 또는 그런 기록이나 녹음,3,3,0.00,채록,
상념,마음속에 품고 있는 여러 가지 생각,1,1,0.00,상념,
획정,경계 따위를 명확히 구별하여 정함,1,1,0.00,획정,
도상,길 위,1,1,0.00,도상,
소임,맡은 바 직책이나 임무,1,1,0.00,소임,
흥망,잘되어 일어남과 못되어 없어짐,1,1,0.00,흥망,
계책,어떤 일을 이루기 위하여 꾀나 방법을 생각해 냄. 또는 그 꾀나 방법,1,1,0.00,계책,
덕망,덕행으로 얻은 명망,1,1,0.00,덕망,
보필,윗사람의 일을 도움. 또는 그런 사람.,1,1,0.00,보필,
논박,어떤 주장이나 의견에 대하여 그 잘못된 점을 조리 있게 공격하여 말함,1,1,0.00,논박,
안배,알맞게 잘 배치하거나 처리함,1,1,0.00,안배,
정취,깊은 정서를 자아내는 흥취,1,1,0.00,정취,
기개,씩씩한 기상과 굳은 절개,1,1,0.00,기개,
흡착,어떤 물질이 달라붙음,1,1,0.00,흡착,
창제,전에 없던 것을 처음으로 만들거나 제정함,1,1,0.00,창제,
개괄,중요한 내용이나 줄거리를 대강 추려 냄,1,1,0.00,개괄,
상통,서로 막힘이 없이 길이 트임,1,1,0.00,상통,
언중,같은 언어를 사용하면서 공동생활을 하는 언어 사회 안의 대중.,1,1,0.00,언중,
육필,손으로 직접 쓴 글씨,1,1,0.00,육필,
비감하다,슬픈 느낌이 있다,2,2,0.00,비감하다,
혜안,사물을 꿰뚫어 보는 안목과 식견,1,1,0.00,혜안,
방종,제멋대로 행동하여 거리낌이 없음,1,1,0.00,방종,
허황하다,헛되고 황당하며 미덥지 못하다,2,2,0.00,허황하다,
완곡하다,"말하는 투가, 듣는 사람의 감정이 상하지 않도록 모나지 않고 부드럽다",2,2,0.00,완곡하다,
융성,기운차게 일어나거나 대단히 번성함,1,1,0.00,융성,
감화,좋은 영향을 받아 생각이나 감정이 바람직하게 변화함. 또는 그렇게 변하게 함,1,1,0.00,감화,
월권,자기 권한 밖의 일에 관여함,1,1,0.00,월권,
인습적,"예전의 풍습, 습관, 예절 따위를 그대로 따르는. 또는 그런 것",2,2,0.00,인습적,
걸출하다,남보다 훨씬 뛰어나다,2,2,0.00,걸출하다,
영합,사사로운 이익을 위하여 아첨하며 좇음,1,1,0.00,영합,
타성,오래되어 굳어진 좋지 않은 버릇,1,1,0.00,타성,
용례,쓰고 있는 예. 또는 용법의 보기,1,1,0.00,용례,
개가,싸움에서 이기고 돌아올 때에 부르는 노래,1,1,0.00,개가,
견실,생각이나 태도 따위가 믿음직스럽게 굳고 착실함,1,1,0.00,견실,
조어,새로 말을 만듦. 또는 그렇게 만든 말,1,1,0.00,조어,
논지,논하는 말이나 글의 취지,1,1,0.00,논지,
병치,두 가지 이상의 것을 한곳에 나란히 두거나 설치함,1,1,0.00,병치,
이입,옮기어 들임,1,1,0.00,이입,
패권주의,강대한 군사력을 배경으로 세계를 지배하려는 제국주의 정책,2,2,0.00,패권주의,
창안,"어떤 방안, 물건 따위를 처음으로 생각하여 냄. 또는 그런 생각이나 방안",1,1,0.00,창안,
극적,극의 특성을 띤. 또는 그런 것,1,1,0.00,극적,
모멸감,남에게 업신여김과 깔봄을 당하여 느끼는 부끄럽고 치욕스러운 감정,3,3,0.00,모멸감,
착잡하다,갈피를 잡을 수 없이 뒤섞여 어수선하다,2,2,0.00,착잡하다,
애수,마음을 서글프게 하는 슬픈 시름,3,3,0.00,애수,
사무치다,"원한, 그리움 따위가 마음속 깊이 스며들어 맺히다",3,3,0.00,사무치다,
자긍심,스스로에게 긍지를 가지는 마음,3,3,0.00,자긍심,
권태,어떤 일이나 상태에 시들해져서 생기는 게으름이나 싫증,3,3,0.00,권태,
측은하다,가엾고 불쌍하다,2,2,0.00,측은하다,
애처롭다,가엾고 불쌍하여 마음이 슬프다,2,2,0.00,애처롭다,
안쓰럽다,손아랫사람이나 약자의 딱한 형편이 마음이 아프고 가엾다,1,1,0.00,안쓰럽다,
처연하다,애달프고 구슬프다,3,3,0.00,처연하다,
실의,뜻이나 의욕을 잃음,3,3,0.00,실의,
번민,마음이 번거롭고 답답하여 괴로워함,3,3,0.00,번민,
노파심,필요 이상으로 남의 일을 걱정하고 염려하는 마음,2,2,0.00,노파심,
탄복,매우 감탄하여 마음으로 따름,3,3,0.00,탄복,
홀가분하다,거추장스럽지 아니하고 가볍고 편안하다,1,1,0.00,홀가분하다,
도취,어떠한 것에 마음이 쏠려 취하다시피 됨,2,2,0.00,도취,
격앙,기운이나 감정 따위가 격렬히 일어나 높아짐,3,3,0.00,격앙,
주눅,기운을 제대로 펴지 못하고 움츠러드는 태도나 성질,2,2,0.00,주눅,
자격지심,자기가 한 일에 대하여 스스로 미흡하게 여기는 마음,3,3,0.00,자격지심,
의연하다,의지가 굳세어서 끄떡없다,3,3,0.00,의연하다,
숙연하다,고요하고 엄숙하다,3,3,0.00,숙연하다,
겸연쩍다,쑥스럽거나 미안하여 어색하다,2,2,0.00,겸연쩍다,
뉘우치다,스스로 제 잘못을 깨닫고 마음속으로 가책을 느끼다,1,1,0.00,뉘우치다,
