target,뜻,기존레벨,제안레벨,변경,zipf,토큰,판정근거,검토필요
든든하다,믿음직스러워 마음이 굳세고 힘이 되다,1,1,,3.95,든든+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(든든+하+다),
등재,장부나 명부에 이름을 올림,2,2,,3.74,등재,zipf 3.74 — 보통,
등판,야구에서 투수가 마운드에 올라가 경기에 나섬.,2,2,,3.85,등판,zipf 3.85 — 보통,
망각,한 번 기억하거나 경험했던 것을 시간이 지남에 따라 뇌 속에서 잃어버려 ,2,2,,3.52,망각,zipf 3.52 — 보통,
맞춤화,개인의 요구에 맞게 조정된 상태.,2,2,,3.92,맞춤+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(맞춤+화),
매개,둘 사이에서 관계를 맺어 줌,2,2,,3.74,매개,zipf 3.74 — 보통,
매개자,서로 다른 존재들을 조화롭게 연결하고 관계 맺어 주는 존재,3,3,,0.00,매개자,빈도표에 없음 → 매우 드묾,
매료,사람의 마음을 완전히 사로잡아 홀리게 함,2,2,,3.43,매료,zipf 3.43 — 보통,
맥락,사건이나 문장의 앞뒤 연결 관계,2,2,,4.04,맥락,zipf 4.04 — 보통,
맹목적,주관이나 원칙이 없이 덮어놓고 행동하는. 또는 그런 것,2,2,,3.32,맹목+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(맹목+적),
명료하다,뚜렷하고 분명하다,2,2,,3.45,명료+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(명료+하+다),
명징성,흐리거나 어둡지 않고 지극히 깨끗하고 명백한 성질,3,3,,0.00,명징+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(명징+성),
모멸감,남에게 업신여김과 깔봄을 당하여 느끼는 부끄럽고 치욕스러운 감정,3,3,,0.00,모멸감,빈도표에 없음 → 매우 드묾,
모방,"다른 존재나 사물의 행동, 형태 등을 본떠 따름",2,2,,3.81,모방,zipf 3.81 — 보통,
모색,일이나 사건을 해결하기 위해 여러 가지 방법을 찾는 일.,2,2,,3.70,모색,zipf 3.70 — 보통,
모호하다,말이나 태도가 흐리터분하여 분명하지 않다,2,2,,3.72,모호+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(모호+하+다),
목표,이루려고 하는 대상이나 수준,1,1,,4.88,목표,zipf 4.88 — 익숙,
무관중,경기를 관람하는 관중이 없음,2,2,,3.88,무+관중,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(무+관중),
무상성,세상의 모든 존재나 상황이 영원하지 않고 끊임없이 변화하여 덧없음,3,3,,3.98,무상+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(무상+성),
무실점,야구에서 상대 팀에게 점수를 주지 아니함,2,2,,3.20,무실점,zipf 3.20 — 보통,
무안하다,수줍거나 창피하여 볼 낯이 없다,2,2,,3.63,무안+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(무안+하+다),
무의식,스스로 자각하지 못하는 마음의 깊은 심연 영역,1,1,,4.75,무+의식,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(무+의식),
묵시적,말이나 글로 명확히 드러내지 않고 은연중에 인정하여 통함,3,3,,3.07,묵시+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(묵시+적),
물신화,인간이 만든 사물이나 화폐에 신비하고 초자연적인 힘을 부여하여 숭배함,3,3,,4.61,물+신화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(물+신화),
뭉클하다,슬픔이나 감동 따위가 갑자기 가슴에 꽉 차 넘치는 듯하다,2,2,,3.25,뭉클+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(뭉클+하+다),
미루다,정한 때를 뒤로 넘기다,1,1,,4.13,미루+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(미루+다),
미시적,어떤 사물이나 현상을 개별이나 부분으로 작게 나누어 생각하는 것,3,3,,3.98,미시+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(미시+적),
미진하다,아직 다하지 못하다,2,2,,3.16,미진+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(미진+하+다),
미흡하다,아직 흡족하지 못하거나 만족스럽지 아니하다,2,2,,3.36,미흡+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(미흡+하+다),
민감성,자극이나 변화를 아주 작고 세밀한 부분까지 기민하게 느끼는 성질,2,2,,4.05,민감+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(민감+성),
민망하다,낯을 들고 대하기가 부끄럽다,1,1,,3.68,민망+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(민망+하+다),
민생,국민의 생활,2,2,,3.65,민생,zipf 3.65 — 보통,
민심,일반 백성이나 국민의 마음,2,2,,3.85,민심,zipf 3.85 — 보통,
민중,국가나 사회를 구성하는 일반 국민,2,2,,4.17,민중,zipf 4.17 — 보통,
박탈감,마땅히 누려야 할 것을 빼앗긴 듯한 느낌,2,2,,3.02,박탈감,zipf 3.02 — 보통,
반면,뒤에 오는 말이 앞의 내용과 상반됨을 나타내는 말,1,1,,4.63,반면,zipf 4.63 — 익숙,
반성적,자신의 언행에 대하여 잘못이나 부족함이 없는지 돌이켜 보는. 또는 그런 ,2,2,,4.18,반성+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(반성+적),
반추,어떤 일을 여러 번 계속하여 생각함,3,3,,0.00,반추,빈도표에 없음 → 매우 드묾,
발견,미처 찾아내지 못한 사물이나 사실을 찾아냄,1,1,,5.35,발견,zipf 5.35 — 익숙,
발언,말을 꺼내어 의견을 나타냄. 또는 그 말.,1,1,,4.71,발언,zipf 4.71 — 익숙,
발전,더 낫고 좋은 상태로 나아감,1,1,,5.06,발전,zipf 5.06 — 익숙,
발표,어떤 사실이나 생각을 여러 사람에게 드러내어 알림,1,1,,5.33,발표,zipf 5.33 — 익숙,
발화,불이 일어나거나 불이 붙음.,2,2,,3.49,발화,zipf 3.49 — 보통,
방문,어떤 사람이나 장소를 찾아가서 봄,1,1,,4.86,방문,zipf 4.86 — 익숙,
방법,어떤 일을 해 나가거나 목적을 이루기 위하여 취하는 수단이나 방식,1,1,,5.49,방법,zipf 5.49 — 익숙,
방안,일을 처리하거나 해결하여 나갈 방법이나 계획,2,2,,4.22,방안,zipf 4.22 — 보통,
방어기제,용납하기 어려운 고통이나 불안으로부터 스스로를 보호하려는 무의식적 기제,3,3,,0.00,방어기제,빈도표에 없음 → 매우 드묾,
방증,어떤 사실에 대한 간접적이고 주변적인 증거,3,3,,0.00,방증,빈도표에 없음 → 매우 드묾,
배타성,자신들의 경계 밖에 있는 타인이나 가치를 부인하고 밀어내려는 차가운 성질,3,3,,0.00,배타성,빈도표에 없음 → 매우 드묾,
배타적,남을 배척하는. 또는 그런 것,2,2,,3.34,배타+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(배타+적),
배타주의,자기 집단이나 신념 밖에 있는 것들을 밀어내고 거부하려는 옹졸한 태도,3,3,,0.00,배타주의,빈도표에 없음 → 매우 드묾,
벅차다,"감격, 기쁨, 희망 따위가 넘칠 듯이 가득하다",2,2,,3.40,벅차+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(벅차+다),
번민,마음이 번거롭고 답답하여 괴로워함,3,3,,0.00,번민,빈도표에 없음 → 매우 드묾,
범주,동일한 성질을 가진 부류나 범위,2,2,,3.89,범주,zipf 3.89 — 보통,
법리,법의 원리나 이치,2,2,,3.24,법리,zipf 3.24 — 보통,
변동성,바뀌어 달라지는 성질,3,3,,0.00,변동성,빈도표에 없음 → 매우 드묾,
변인,성질이나 모습이 달라지는 원인이나 조건,2,2,,3.34,변인,zipf 3.34 — 보통,
변주,하나의 기본 주제를 바탕으로 리듬이나 가락 등을 다채롭게 변화시킴,2,2,,3.16,변주,zipf 3.16 — 보통,
변화,"사물의 성질, 모양, 상태 따위가 바뀌어 달라짐",1,1,,5.04,변화,zipf 5.04 — 익숙,
보복,남이 한 행동에 대하여 그와 똑같이 해를 입히는 일,2,2,,4.00,보복,zipf 4.00 — 보통,
보수,고맙게 해 준 데 대하여 보답을 함. 또는 그 보답,1,1,,4.64,보수,zipf 4.64 — 익숙,
보편성,시대나 장소를 초월하여 모든 것에 두루 미치거나 통하는 성질,1,1,,4.13,보편+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(보편+성),
보편적,두루 널리 미치는. 또는 그런 것,2,2,,4.14,보편+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(보편+적),
복잡성,"일, 감정 등이 정리하기가 어려울 만큼 여러 가지가 얽혀 있는 성질",2,2,,4.73,복잡+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(복잡+성),
본선,예선을 거친 뒤에 치르는 중요한 경기나 시합,2,2,,3.94,본선,zipf 3.94 — 보통,
부가,주된 것에 덧붙임,2,2,,4.02,부가,zipf 4.02 — 보통,
부럽다,남의 좋은 일이나 물건을 보고 자기도 그렇게 되고 싶다,1,1,,3.80,부럽+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(부럽+다),
부여,"사람에게 권리·명예·임무 따위를 지니도록 해 주거나, 사물이나 일에 가치",1,1,,4.72,부여,zipf 4.72 — 익숙,
부재,그 자리에 마땅히 있어야 할 소중한 존재나 가치가 빠져서 비어 있음,2,2,,3.94,부재,zipf 3.94 — 보통,
부조화,서로 조화를 이루지 못하고 어색하게 어긋남,2,2,,3.39,부조+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(부조+화),
부지런하다,어떤 일을 꾸물거리거나 미루지 않고 꾸준하게 열심히 하다,1,1,,3.36,부지런+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(부지런+하+다),
부침,세력이 성하고 쇠함 또는 사물이 오르고 내림을 거듭함,3,3,,0.00,부침,빈도표에 없음 → 매우 드묾,
분개,몹시 분하게 여김. 또는 그런 마음,2,2,,3.27,분개,zipf 3.27 — 보통,
분란,말썽이나 소란이 일어남,2,2,,3.09,분란,zipf 3.09 — 보통,
분석,얽혀 있거나 복잡한 것을 풀어서 개별적인 요소나 성질로 나눔,1,1,,5.04,분석,zipf 5.04 — 익숙,
분열,조화롭던 전체가 낱낱의 조각으로 찢어지고 흩어짐,2,2,,4.09,분열,zipf 4.09 — 보통,
분임조,어떤 목적을 달성하기 위하여 전체를 나누어 편성한 작은 모임,2,2,,0.00,분임+조,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(분임+조),
불가피하다,피할 수 없다,2,2,,3.73,불가피+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(불가피+하+다),
불명료하다,분명하지 않거나 똑똑하지 않다,2,2,,3.45,불+명료+하+다,보류 — 토큰 4개로 쪼개져 값이 조각 빈도(불+명료+하+다),
불복,"남의 명령이나 결정, 의견 따위를 따르지 아니함.",2,2,,3.41,불복,zipf 3.41 — 보통,
비가역성,한 번 변화한 상태가 다시 원래의 상태로 되돌아갈 수 없는 성질,3,3,,0.00,비가역성,빈도표에 없음 → 매우 드묾,
비감하다,슬픈 느낌이 있다,2,2,,0.00,비감+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(비감+하+다),
비로소,어느 한 시점을 기준으로 그 전까지 이루어지지 아니하였던 사건이나 사태가,2,2,,3.87,비로소,zipf 3.87 — 보통,
비밀,남에게 알리지 않고 숨기는 일,1,1,,4.94,비밀,zipf 4.94 — 익숙,
비애,슬프고 가슴 아픈 감정,2,2,,3.06,비애,zipf 3.06 — 보통,
비자발적,자기 스스로의 뜻이 아니라 외부의 압력이나 상황에 밀려 억지로 하는 것,3,3,,4.06,비+자발+적,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(비+자발+적),
비장하다,슬프면서도 그 감정을 억눌러 씩씩하고 장하다,3,3,,3.81,비장+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(비장+하+다),
비참하다,더할 수 없이 슬프고 끔찍하다,1,1,,3.95,비참+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(비참+하+다),
비탄,몹시 슬퍼하면서 탄식함. 또는 그 탄식,2,2,,3.19,비탄,zipf 3.19 — 보통,
비판여론,어떤 현상이나 인물에 대하여 잘못된 점을 지적하는 사회적 의견,2,2,,4.27,비판+여론,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(비판+여론),
비판적,사물의 옳고 그름을 판단하여 밝히거나 잘못된 점을 지적하는. 또는 그런 ,2,2,,4.84,비판+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(비판+적),
빈번하다,번거로울 정도로 도수(度數)가 잦다,2,2,,3.62,빈번+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(빈번+하+다),
뿌듯하다,기쁨이나 감격이 마음에 가득 차서 벅차다,1,1,,3.82,뿌듯+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(뿌듯+하+다),
사고,생각하고 궁리함,1,1,,5.19,사고,zipf 5.19 — 익숙,
사과,자기의 잘못을 인정하고 용서를 빎,1,1,,4.91,사과,zipf 4.91 — 익숙,
사령탑,군대에서 작전을 지휘하는 우두머리나 스포츠 팀의 감독을 비유적으로 이르는,2,2,,3.16,사령탑,zipf 3.16 — 보통,
사무치다,"원한, 그리움 따위가 마음속 깊이 스며들어 맺히다",3,3,,0.00,사무치+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(사무치+다),
사태,일이 되어 가는 형편이나 상황. 또는 벌어진 일의 상태.,1,1,,4.52,사태,zipf 4.52 — 익숙,
산출,"물건을 생산하거나 인물, 사상, 결과 등을 냄",2,2,,3.71,산출,zipf 3.71 — 보통,
살피다,두루두루 주의하여 자세히 보다,1,1,,3.80,살피+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(살피+다),
상관관계,한쪽이 변하면 다른 한쪽도 따라서 변하는 관계,2,2,,4.61,상관+관계,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(상관+관계),
상담,문제를 해결하기 위하여 서로 의논함,1,1,,4.77,상담,zipf 4.77 — 익숙,
상사성,서로 다른 존재들이 형태나 성질 면에서 미묘하게 서로 닮아 통하는 성질,3,3,,4.29,상사+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(상사+성),
상상,실제로 없는 것을 마음속으로 그려 봄,1,1,,4.88,상상,zipf 4.88 — 익숙,
상실감,무엇인가를 잃어버린 후에 느끼는 허전한 감정이나 상태,2,2,,3.10,상실감,zipf 3.10 — 보통,
상용화,어떤 기술이나 제품을 일상적으로 널리 쓰이게 함,2,2,,3.82,상용+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(상용+화),
상충,서로 맞지 아니하고 어긋남,2,2,,3.14,상충,zipf 3.14 — 보통,
상품화,어떤 대상을 상품으로 만들어 냄,2,2,,4.73,상품+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(상품+화),
상호,[Ⅰ] [명사] 상대가 되는 이쪽과 저쪽 모두,1,1,,4.71,상호,zipf 4.71 — 익숙,
상호성,"나와 너, 혹은 대상들이 고립되지 않고 서로 긴밀히 영향을 주고받는 성질",2,2,,4.69,상호+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(상호+성),
상호주관성,개별적인 주관들이 소통을 통해 서로 공유하고 공감하는 공통의 주관적 영역,3,3,,4.24,상호+주관+성,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(상호+주관+성),
상환,빌린 돈을 갚음,2,2,,3.61,상환,zipf 3.61 — 보통,
생동성,살아 움직이는 듯한 신선하고 활기찬 기운,2,2,,3.01,생동+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(생동+성),
생산,인간 생활에 필요한 물건을 만들어 냄,1,1,,5.07,생산,zipf 5.07 — 익숙,
생성,사물이 생겨남. 또는 사물이 생겨 이루어지게 함,1,1,,4.76,생성,zipf 4.76 — 익숙,
생소하다,【…이】 어떤 대상이 친숙하지 못하고 낯이 설다,2,2,,3.25,생소+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(생소+하+다),
생태계,어떤 분야에서 서로 밀접한 관계를 맺고 있는 구성 요소들의 집합,2,2,,3.10,생태계,zipf 3.10 — 보통,
서운하다,마음에 차지 않아 섭섭하다,1,1,,3.51,서운+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(서운+하+다),
선거,일정한 조직이나 집단의 대표자를 투표로 뽑는 일,1,1,,5.07,선거,zipf 5.07 — 익숙,
선도,앞장서서 이끌어 나감,2,2,,3.64,선도,zipf 3.64 — 보통,
선망,부러워하여 바람,2,2,,3.23,선망,zipf 3.23 — 보통,
선임,어떤 직책이나 임무를 맡을 사람을 뽑음,2,2,,4.36,선임,zipf 4.36 — 보통,
선택,여럿 가운데서 필요한 것을 골라 뽑음,1,1,,5.26,선택,zipf 5.26 — 익숙,
선행,어떤 것보다 앞서가거나 앞에 있음,2,2,,3.98,선행,zipf 3.98 — 보통,
선험적,경험에 앞서서 인식의 주관적 형식이 인간에게 있다고 주장하는. 또는 그런,3,3,,0.00,선험+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(선험+적),
설레다,마음이 가라앉지 아니하고 들떠서 두근거리다,1,1,,3.88,설레+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(설레+다),
섬뜩하다,갑자기 소름이 끼치도록 무섭고 끔찍하다,2,2,,3.38,섬뜩+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(섬뜩+하+다),
성실하다,정성스럽고 참되다,1,1,,4.08,성실+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(성실+하+다),
성찰,자기의 마음이나 행동을 깊이 되돌아봄,2,2,,3.48,성찰,zipf 3.48 — 보통,
소견,어떤 일에 대한 자기의 생각이나 견해,2,2,,3.60,소견,zipf 3.60 — 보통,
소비,"돈이나 물자, 시간 따위를 들이거나 써서 없앰",1,1,,4.56,소비,zipf 4.56 — 익숙,
소재,어떤 것을 만드는 데 바탕이 되는 재료,1,1,,4.94,소재,zipf 4.94 — 익숙,
소통,막히지 아니하고 잘 통함,1,1,,4.59,소통,zipf 4.59 — 익숙,
속박,"몸이나 마음, 혹은 자유를 마음대로 행동할 수 없도록 강하게 얽매어 둠",2,2,,3.47,속박,zipf 3.47 — 보통,
손상,"병이 들거나 다침, 또는 품질·가치·명예 따위가 떨어짐",1,1,,4.58,손상,zipf 4.58 — 익숙,
솔직하다,거짓이나 숨김이 없이 바르고 곧다,1,1,,4.35,솔직+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(솔직+하+다),
수단,어떤 목적을 이루기 위한 방법. 또는 그 도구,1,1,,4.59,수단,zipf 4.59 — 익숙,
수정,바로잡아 고침,1,1,,4.91,수정,zipf 4.91 — 익숙,
수치심,스스로 떳떳하지 못하여 느끼는 부끄러운 마음,2,2,,3.38,수치심,zipf 3.38 — 보통,
수행,생각하거나 계획한 대로 일을 해냄,1,1,,4.92,수행,zipf 4.92 — 익숙,
숙연하다,고요하고 엄숙하다,3,3,,0.00,숙연+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(숙연+하+다),
순서,정하여진 기준에서 말하는 전후의 차례,1,1,,4.56,순서,zipf 4.56 — 익숙,
순식간,눈 깜짝할 사이,2,2,,4.02,순식간,zipf 4.02 — 보통,
숭배,대상의 높은 가치나 신성함을 우러러 마지않으며 지극히 공경함,2,2,,3.86,숭배,zipf 3.86 — 보통,
승소,소송에서 이김,2,2,,3.67,승소,zipf 3.67 — 보통,
시급성,시각을 다툴 만큼 절박하고 급한 상태의 성질,2,2,,3.97,시급+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(시급+성),
시도,어떤 것을 이루어 보려고 계획하거나 행동함,1,1,,4.98,시도,zipf 4.98 — 익숙,
시름,마음에 걸려 풀리지 않고 항상 남아 있는 근심과 걱정,2,2,,3.06,시름,zipf 3.06 — 보통,
시의성,상황이나 시기에 딱 알맞은 유용한 성질,3,3,,3.29,시의+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(시의+성),
식견,사물의 겉모습만이 아니라 본질을 정밀하게 분별하여 판단할 수 있는 깊은 ,3,3,,0.00,식견,빈도표에 없음 → 매우 드묾,
신선하다,새롭고 산뜻하다,2,2,,4.20,신선+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(신선+하+다),
신중하다,매우 조심스럽다,1,1,,4.16,신중+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(신중+하+다),
신축적,늘고 주는 성질이 있는. 또는 그런 것,2,2,,4.08,신축+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(신축+적),
실력,실제로 갖추고 있는 힘이나 능력,1,1,,4.61,실력,zipf 4.61 — 익숙,
실수,조심하지 아니하여 잘못함,1,1,,4.78,실수,zipf 4.78 — 익숙,
실의,뜻이나 의욕을 잃음,3,3,,0.00,실의,빈도표에 없음 → 매우 드묾,
실정,실제적인 사정이나 형편.,2,2,,3.62,실정,zipf 3.62 — 보통,
실패,일을 잘못하여 뜻한 대로 되지 아니함,1,1,,4.93,실패,zipf 4.93 — 익숙,
심란하다,마음이 어수선하다,2,2,,3.32,심란+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(심란+하+다),
심취,어떤 일이나 사람에 깊이 빠져 마음을 빼앗김,2,2,,3.26,심취,zipf 3.26 — 보통,
아끼다,물건이나 돈을 함부로 쓰지 아니하다,1,1,,4.34,아끼+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(아끼+다),
아쉽다,미련이 남아 서운하다,1,1,,4.33,아쉽+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(아쉽+다),
악의적,나쁜 마음을 품고 하는,2,2,,3.82,악의+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(악의+적),
안보,국가의 안전을 보장함,2,2,,4.21,안보,zipf 4.21 — 보통,
안쓰럽다,손아랫사람이나 약자의 딱한 형편이 마음이 아프고 가엾다,1,1,,0.00,안쓰럽+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(안쓰럽+다),
안일,편안함만을 추구하여 당면한 문제에 긴장 없이 흐리멍덩하게 대처함,2,2,,3.30,안일,zipf 3.30 — 보통,
안전,위험이 생기거나 사고가 날 염려가 없는 상태,1,1,,5.52,안전,zipf 5.52 — 익숙,
안정적,바뀌거나 흔들리지 않고 일정한 상태를 유지함,2,2,,4.94,안정+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(안정+적),
암시,뜻을 직접 드러내지 않고 넌지시 알려 줌,2,2,,3.92,암시,zipf 3.92 — 보통,
애도,소중한 사람과의 사별이나 큰 상실 앞에 가슴 깊이 통곡하며 슬퍼하고 보내,3,3,,5.72,애+도,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(애+도),
애석하다,슬프고 아깝다,2,2,,3.13,애석+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(애석+하+다),
애수,마음을 서글프게 하는 슬픈 시름,3,3,,0.00,애수,빈도표에 없음 → 매우 드묾,
애처롭다,가엾고 불쌍하여 마음이 슬프다,2,2,,0.00,애처+롭+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(애처+롭+다),
애틋하다,섭섭하고 안타까워 애가 타는 듯하다,2,2,,3.47,애틋+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(애틋+하+다),
약속,다른 사람과 앞으로의 일을 미리 정하여 둠,1,1,,4.97,약속,zipf 4.97 — 익숙,
양가성,동일한 대상에 대해 서로 반대되는 두 가지 감정이나 태도가 동시에 공존하,3,3,,0.00,양가+성,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(양가+성),
양상,사물이나 현상이 띠고 있는 모양이나 상태,2,2,,3.92,양상,zipf 3.92 — 보통,
양성,가르쳐서 길러냄,2,2,,4.44,양성,zipf 4.44 — 보통,
양심고백,자신의 양심에 비추어 숨겨왔던 사실을 솔직하게 털어놓음,2,2,,4.02,양심+고백,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(양심+고백),
어긋나다,서로 맞지 않고 빗나가다,1,1,,3.79,어긋나+다,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(어긋나+다),
억압,힘이나 권력으로 상대방을 억누르고 자유를 빼앗음,2,2,,4.00,억압,zipf 4.00 — 보통,
억울하다,아무 잘못 없이 꾸중을 듣거나 벌을 받아 분하고 답답하다,1,1,,4.05,억울+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(억울+하+다),
언급,어떤 문제에 대하여 말함.,1,1,,4.92,언급,zipf 4.92 — 익숙,
엄연히,사람의 겉모양이나 언행이 의젓하고 점잖게,2,2,,3.38,엄연히,zipf 3.38 — 보통,
여운,어떤 일이 끝난 뒤에도 가시지 않고 남아 있는 느낌이나 정취,2,2,,3.73,여운,zipf 3.73 — 보통,
연대,여럿이 함께 무슨 일을 하거나 함께 책임을 짐,1,1,,4.55,연대,zipf 4.55 — 익숙,
연민,가엽게 여겨 슬퍼함,2,2,,3.55,연민,zipf 3.55 — 보통,
연역,어떤 명제로부터 추론 규칙에 따라 결론을 이끌어 냄. 또는 그런 과정. ,3,3,,0.00,연역,빈도표에 없음 → 매우 드묾,
연역적,일반적 원리로부터 개별적인 사실을 이끌어 내는 것,3,3,,0.00,연역+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(연역+적),
연출,"각본을 바탕으로 배우의 연기, 무대 장치, 의상, 조명 등을 종합적으로 ",1,1,,4.66,연출,zipf 4.66 — 익숙,
열등감,자기를 남보다 못하거나 무가치한 사람으로 낮추어 평가하는 감정,2,2,,3.30,열등감,zipf 3.30 — 보통,
열망,열렬하게 바람,2,2,,3.61,열망,zipf 3.61 — 보통,
영업이익,기업이 영업 활동을 통해 얻은 이익,2,2,,4.40,영업+이익,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(영업+이익),
예견,앞으로 일어날 일을 미리 짐작함,2,2,,3.49,예견,zipf 3.49 — 보통,
예선,본선에 나갈 사람이나 팀을 뽑기 위하여 미리 치르는 경기,2,2,,4.05,예선,zipf 4.05 — 보통,
예속,남의 지배 아래 들어가 그의 처분이나 지배에 매여 따름,3,3,,0.00,예속,빈도표에 없음 → 매우 드묾,
예약,자리나 방 따위를 미리 약속하여 정함,1,1,,4.89,예약,zipf 4.89 — 익숙,
오해,그릇되게 해석하거나 뜻을 잘못 앎,1,1,,4.51,오해,zipf 4.51 — 익숙,
완곡하다,"말하는 투가, 듣는 사람의 감정이 상하지 않도록 모나지 않고 부드럽다",2,2,,0.00,완곡+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(완곡+하+다),
완성,완전히 다 이룸,1,1,,4.85,완성,zipf 4.85 — 익숙,
외재적,사물이나 현상의 내부가 아닌 바깥에 존재하는 것,3,3,,0.00,외재+적,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(외재+적),
요리,여러 재료로 음식을 만듦,1,1,,4.92,요리,zipf 4.92 — 익숙,
용기,씩씩하고 굳센 기운,1,1,,4.58,용기,zipf 4.58 — 익숙,
우상화,특별하지 않은 대상을 신비하고 절대적인 존재로 격상시켜 숭배함,2,2,,3.94,우상+화,보류 — 토큰 2개로 쪼개져 값이 조각 빈도(우상+화),
우연성,필연적인 인과 관계 없이 예기치 않게 일어나는 성질,3,3,,0.00,우연성,빈도표에 없음 → 매우 드묾,
우울하다,근심스럽거나 답답하여 활기가 없다,1,1,,4.31,우울+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(우울+하+다),
울적하다,마음이 답답하고 쓸쓸하다,2,2,,3.04,울적+하+다,보류 — 토큰 3개로 쪼개져 값이 조각 빈도(울적+하+다),
원로,어떤 분야에서 오랫동안 활동하여 공로가 많고 덕망이 높은 사람,2,2,,3.87,원로,zipf 3.87 — 보통,
